Stock: PAYX
 2008-05-23T09:41:00, Buy Created: Price: 21.21
2008-05-23T09:42:00, BUY EXECUTED, Price: 21.21, Cost: 1000.00, Comm 0.00
2008-06-02T12:49:00, Buy Created: Price: 20.67
2008-06-02T12:50:00, BUY EXECUTED, Price: 20.67, Cost: 1000.00, Comm 0.00
2008-06-09T09:46:00, Buy Created: Price: 20.11
2008-06-09T09:47:00, BUY EXECUTED, Price: 20.11, Cost: 999.70, Comm 0.00
2008-07-15T10:00:00, Sell Created: Price: 18.61
2008-07-15T10:01:00, SELL EXECUTED, Price: 18.60, Cost: 2999.70, Comm 0.00
2008-09-23T09:30:00, Buy Created: Price: 19.70
2008-09-23T09:30:00, Buy Created: Price: 19.70
2008-09-23T09:30:00, Buy Created: Price: 19.70
2008-09-23T09:31:00, BUY EXECUTED, Price: 19.67, Cost: 998.43, Comm 0.00
2008-09-23T09:31:00, BUY EXECUTED, Price: 19.67, Cost: 998.43, Comm 0.00
2008-09-23T09:31:00, BUY EXECUTED, Price: 19.67, Cost: 998.43, Comm 0.00
2008-10-06T10:42:00, Sell Created: Price: 18.44
2008-10-06T10:43:00, SELL EXECUTED, Price: 18.45, Cost: 2995.28, Comm 0.00
Stock: ABT
 2008-01-22T09:30:00, Buy Created: Price: 19.19
2008-01-22T09:31:00, BUY EXECUTED, Price: 19.81, Cost: 1032.52, Comm 0.00
2008-01-23T09:44:00, Buy Created: Price: 19.04
2008-01-23T09:45:00, BUY EXECUTED, Price: 19.04, Cost: 1000.00, Comm 0.00
2008-01-31T09:30:00, Buy Created: Price: 18.60
2008-01-31T09:31:00, BUY EXECUTED, Price: 18.62, Cost: 1001.11, Comm 0.00
2008-03-05T13:19:00, Sell Created: Price: 18.06
2008-03-05T13:20:00, SELL EXECUTED, Price: 18.06, Cost: 3033.63, Comm 0.00
2008-06-12T09:30:00, Buy Created: Price: 18.61
2008-06-12T09:31:00, BUY EXECUTED, Price: 18.58, Cost: 998.11, Comm 0.00
2008-06-18T13:26:00, Buy Created: Price: 18.41
2008-06-18T13:27:00, BUY EXECUTED, Price: 18.40, Cost: 999.82, Comm 0.00
2008-07-08T14:41:00, Sell Created: Price: 19.56
2008-07-08T14:42:00, SELL EXECUTED, Price: 19.56, Cost: 1997.92, Comm 0.00
2008-09-05T09:30:00, Buy Created: Price: 19.53
2008-09-05T09:31:00, BUY EXECUTED, Price: 19.60, Cost: 1003.56, Comm 0.00
2008-09-16T14:46:00, Sell Created: Price: 20.80
2008-09-16T14:47:00, SELL EXECUTED, Price: 20.79, Cost: 1003.56, Comm 0.00
2008-09-17T15:59:00, Buy Created: Price: 19.79
2008-09-17T16:00:00, BUY EXECUTED, Price: 19.63, Cost: 991.75, Comm 0.00
2008-09-17T16:00:00, Buy Created: Price: 19.38
2008-09-18T09:30:00, BUY EXECUTED, Price: 20.06, Cost: 1035.13, Comm 0.00
2008-10-02T13:14:00, Sell Created: Price: 20.81
2008-10-02T13:15:00, SELL EXECUTED, Price: 20.80, Cost: 2026.88, Comm 0.00
2008-10-06T10:29:00, Buy Created: Price: 19.71
2008-10-06T10:30:00, BUY EXECUTED, Price: 19.71, Cost: 999.65, Comm 0.00
2008-10-06T10:44:00, Buy Created: Price: 19.48
2008-10-06T10:45:00, BUY EXECUTED, Price: 19.49, Cost: 1000.35, Comm 0.00
2008-10-06T14:31:00, Buy Created: Price: 19.15
2008-10-06T14:32:00, BUY EXECUTED, Price: 19.14, Cost: 999.82, Comm 0.00
2008-10-09T15:13:00, Sell Created: Price: 18.14
2008-10-09T15:14:00, SELL EXECUTED, Price: 18.14, Cost: 2999.82, Comm 0.00
Stock: ADSK
 2008-06-20T10:37:00, Buy Created: Price: 37.02
2008-06-20T10:38:00, BUY EXECUTED, Price: 37.02, Cost: 1000.00, Comm 0.00
2008-06-24T10:08:00, Buy Created: Price: 35.55
2008-06-24T10:09:00, BUY EXECUTED, Price: 35.55, Cost: 1000.00, Comm 0.00
2008-06-27T10:37:00, Buy Created: Price: 34.17
2008-06-27T10:38:00, BUY EXECUTED, Price: 34.17, Cost: 1000.03, Comm 0.00
2008-09-18T12:27:00, Sell Created: Price: 31.33
2008-09-18T12:28:00, SELL EXECUTED, Price: 31.33, Cost: 3000.03, Comm 0.00
Stock: IEX
 2008-06-26T09:44:00, Buy Created: Price: 29.15
2008-06-26T09:45:00, BUY EXECUTED, Price: 29.18, Cost: 1001.12, Comm 0.00
2008-07-03T09:48:00, Buy Created: Price: 27.92
2008-07-03T09:49:00, BUY EXECUTED, Price: 27.89, Cost: 998.84, Comm 0.00
2008-07-11T12:34:00, Buy Created: Price: 26.70
2008-07-11T12:35:00, BUY EXECUTED, Price: 26.73, Cost: 1001.22, Comm 0.00
2008-09-15T09:38:00, Sell Created: Price: 25.69
2008-09-15T09:39:00, SELL EXECUTED, Price: 25.57, Cost: 3001.18, Comm 0.00
Stock: MMM
 2008-05-05T09:30:00, Buy Created: Price: 53.23
2008-05-05T09:31:00, BUY EXECUTED, Price: 53.24, Cost: 1000.25, Comm 0.00
2008-05-05T10:58:00, Buy Created: Price: 52.35
2008-05-05T10:59:00, BUY EXECUTED, Price: 52.35, Cost: 1000.00, Comm 0.00
2008-05-09T09:31:00, Buy Created: Price: 51.36
2008-05-09T09:32:00, BUY EXECUTED, Price: 51.36, Cost: 1000.00, Comm 0.00
2008-06-18T09:30:00, Sell Created: Price: 50.79
2008-06-18T09:31:00, SELL EXECUTED, Price: 50.81, Cost: 3000.25, Comm 0.00
Stock: TGNA
 Stock: BIIB
 2008-04-29T09:30:00, Buy Created: Price: 62.10
2008-04-29T09:31:00, BUY EXECUTED, Price: 62.09, Cost: 999.84, Comm 0.00
2008-04-30T14:55:00, Buy Created: Price: 60.93
2008-04-30T14:56:00, BUY EXECUTED, Price: 60.95, Cost: 1000.33, Comm 0.00
2008-06-11T11:06:00, Buy Created: Price: 59.42
2008-06-11T11:07:00, BUY EXECUTED, Price: 59.42, Cost: 1000.00, Comm 0.00
2008-07-21T09:30:00, Sell Created: Price: 67.50
2008-07-21T09:31:00, SELL EXECUTED, Price: 67.50, Cost: 3000.17, Comm 0.00
Stock: GE
 2008-04-11T09:30:00, Buy Created: Price: 171.21
2008-04-11T09:30:00, Buy Created: Price: 171.21
2008-04-11T09:30:00, Buy Created: Price: 171.21
2008-04-11T09:31:00, BUY EXECUTED, Price: 171.26, Cost: 1000.31, Comm 0.00
2008-04-11T09:31:00, BUY EXECUTED, Price: 171.26, Cost: 1000.31, Comm 0.00
2008-04-11T09:31:00, BUY EXECUTED, Price: 171.26, Cost: 1000.31, Comm 0.00
2008-04-15T11:18:00, Sell Created: Price: 166.52
2008-04-15T11:19:00, SELL EXECUTED, Price: 166.58, Cost: 3000.92, Comm 0.00
Stock: CSX
 2008-01-08T09:30:00, Buy Created: Price: 3.48
2008-01-08T09:30:00, Buy Created: Price: 3.48
2008-01-08T09:30:00, Buy Created: Price: 3.48
2008-01-08T09:31:00, BUY EXECUTED, Price: 3.48, Cost: 1000.98, Comm 0.00
2008-01-08T09:31:00, BUY EXECUTED, Price: 3.48, Cost: 1000.98, Comm 0.00
2008-01-08T09:31:00, BUY EXECUTED, Price: 3.48, Cost: 1000.98, Comm 0.00
2008-01-24T09:37:00, Sell Created: Price: 3.94
2008-01-24T09:38:00, SELL EXECUTED, Price: 3.94, Cost: 3002.93, Comm 0.00
2008-03-03T09:58:00, Buy Created: Price: 4.09
2008-03-03T09:59:00, BUY EXECUTED, Price: 4.09, Cost: 999.17, Comm 0.00
2008-03-18T09:45:00, Sell Created: Price: 4.54
2008-03-18T09:46:00, SELL EXECUTED, Price: 4.54, Cost: 999.17, Comm 0.00
2008-06-27T09:39:00, Buy Created: Price: 5.23
2008-06-27T09:40:00, BUY EXECUTED, Price: 5.23, Cost: 999.68, Comm 0.00
2008-07-02T11:48:00, Buy Created: Price: 5.00
2008-07-02T11:49:00, BUY EXECUTED, Price: 5.00, Cost: 1000.18, Comm 0.00
2008-07-15T09:36:00, Buy Created: Price: 4.84
2008-07-15T09:37:00, BUY EXECUTED, Price: 4.85, Cost: 1003.37, Comm 0.00
2008-09-05T10:14:00, Sell Created: Price: 4.78
2008-09-05T10:15:00, SELL EXECUTED, Price: 4.79, Cost: 3003.23, Comm 0.00
Stock: INCY
 2008-02-20T14:42:00, Buy Created: Price: 10.52
2008-02-20T14:43:00, BUY EXECUTED, Price: 10.52, Cost: 1000.00, Comm 0.00
2008-02-21T11:17:00, Buy Created: Price: 9.79
2008-02-21T11:18:00, BUY EXECUTED, Price: 9.80, Cost: 1001.02, Comm 0.00
2008-03-10T09:56:00, Buy Created: Price: 9.22
2008-03-10T09:57:00, BUY EXECUTED, Price: 9.22, Cost: 1000.00, Comm 0.00
2008-06-03T14:33:00, Sell Created: Price: 8.34
2008-06-03T14:34:00, SELL EXECUTED, Price: 8.34, Cost: 3001.02, Comm 0.00
2008-09-18T09:30:00, Buy Created: Price: 8.80
2008-09-18T09:31:00, BUY EXECUTED, Price: 8.80, Cost: 1000.00, Comm 0.00
2008-09-18T09:47:00, Buy Created: Price: 8.67
2008-09-18T09:48:00, BUY EXECUTED, Price: 8.69, Cost: 1002.31, Comm 0.00
2008-09-18T10:46:00, Buy Created: Price: 8.29
2008-09-18T10:47:00, BUY EXECUTED, Price: 8.29, Cost: 1000.00, Comm 0.00
2008-10-02T10:40:00, Sell Created: Price: 7.00
2008-10-02T10:41:00, SELL EXECUTED, Price: 7.00, Cost: 3002.31, Comm 0.00
Stock: EMR
 2008-01-08T09:30:00, Buy Created: Price: 35.05
2008-01-08T09:32:00, BUY EXECUTED, Price: 35.54, Cost: 1014.00, Comm 0.00
2008-01-09T11:16:00, Buy Created: Price: 34.60
2008-01-09T11:17:00, BUY EXECUTED, Price: 34.60, Cost: 1000.00, Comm 0.00
2008-01-11T12:00:00, Buy Created: Price: 33.89
2008-01-11T12:01:00, BUY EXECUTED, Price: 33.88, Cost: 999.81, Comm 0.00
2008-01-17T15:30:00, Sell Created: Price: 31.48
2008-01-17T15:31:00, SELL EXECUTED, Price: 31.48, Cost: 3013.80, Comm 0.00
2008-06-12T15:18:00, Buy Created: Price: 35.91
2008-06-12T15:19:00, BUY EXECUTED, Price: 35.92, Cost: 1000.37, Comm 0.00
2008-06-24T09:30:00, Buy Created: Price: 34.18
2008-06-24T09:31:00, BUY EXECUTED, Price: 34.18, Cost: 1000.00, Comm 0.00
2008-06-24T10:01:00, Buy Created: Price: 34.10
2008-06-24T10:02:00, BUY EXECUTED, Price: 34.10, Cost: 1000.00, Comm 0.00
2008-08-05T09:55:00, Sell Created: Price: 31.41
2008-08-05T09:56:00, SELL EXECUTED, Price: 31.42, Cost: 3000.37, Comm 0.00
Stock: COST
 2008-01-08T09:30:00, Buy Created: Price: 47.96
2008-01-08T09:31:00, BUY EXECUTED, Price: 47.95, Cost: 999.85, Comm 0.00
2008-01-14T09:49:00, Buy Created: Price: 47.34
2008-01-14T09:50:00, BUY EXECUTED, Price: 47.30, Cost: 999.23, Comm 0.00
2008-01-22T09:30:00, Buy Created: Price: 45.52
2008-01-22T09:31:00, BUY EXECUTED, Price: 45.52, Cost: 1000.16, Comm 0.00
2008-02-29T14:33:00, Sell Created: Price: 45.30
2008-02-29T14:34:00, SELL EXECUTED, Price: 45.30, Cost: 2999.24, Comm 0.00
2008-05-21T14:34:00, Buy Created: Price: 50.41
2008-05-21T14:35:00, BUY EXECUTED, Price: 50.41, Cost: 1000.00, Comm 0.00
2008-06-12T14:50:00, Buy Created: Price: 49.03
2008-06-12T14:51:00, BUY EXECUTED, Price: 49.02, Cost: 999.85, Comm 0.00
2008-07-23T09:30:00, Sell Created: Price: 46.24
2008-07-23T09:31:00, SELL EXECUTED, Price: 46.25, Cost: 1999.85, Comm 0.00
Stock: CLX
 2008-01-08T15:22:00, Buy Created: Price: 42.37
2008-01-08T15:23:00, BUY EXECUTED, Price: 42.36, Cost: 999.84, Comm 0.00
2008-01-09T09:40:00, Buy Created: Price: 41.91
