DateTime,Open,High,Low,Close,Volume
2021-08-02 04:00:00,286.7,286.98,286.5,286.53,1227
2021-08-02 05:00:00,286.84,286.85,286.5,286.7,2314
2021-08-02 06:00:00,286.55,286.55,286.28,286.28,1692
2021-08-02 07:00:00,285.75,286.14,285.75,286.05,12851
2021-08-02 08:00:00,286.0,286.12,285.51,285.83,18367
2021-08-02 09:00:00,285.83,286.775,283.74,284.795,2164521
2021-08-02 10:00:00,284.79,285.79,284.095,285.149,1733637
2021-08-02 11:00:00,285.16,286.43,284.74,285.73,1455495
2021-08-02 12:00:00,285.73,285.95,285.14,285.52,1171775
2021-08-02 13:00:00,285.52,286.1399,285.45,285.74,898655
2021-08-02 14:00:00,285.7425,285.91,285.46,285.79,658332
2021-08-02 15:00:00,285.81,285.89,284.63,284.83,1790498
2021-08-02 16:00:00,284.82,284.88,284.52,284.62,2091741
2021-08-02 17:00:00,284.61,284.63,284.53,284.55,2273
2021-08-02 18:00:00,284.6,284.8,284.6,284.65,3681
2021-08-02 19:00:00,284.7399,284.7399,284.5,284.69,1935
2021-08-03 04:00:00,284.97,285.44,284.97,285.44,557
2021-08-03 05:00:00,285.54,285.6,285.1,285.4,1220
2021-08-03 06:00:00,285.27,285.4,285.25,285.35,1160
2021-08-03 07:00:00,285.33,285.37,284.76,284.76,3242
2021-08-03 08:00:00,285.0,285.3895,284.75,285.3,113315
2021-08-03 09:00:00,285.4,286.89,284.54,284.93,1704930
2021-08-03 10:00:00,284.915,285.82,284.21,285.1,2023066
2021-08-03 11:00:00,285.09,286.84,284.25,286.68,1841233
2021-08-03 12:00:00,286.68,287.05,286.37,286.952,1204355
2021-08-03 13:00:00,286.96,287.1,286.17,286.31,974227
2021-08-03 14:00:00,286.325,287.07,286.065,286.71,1051884
2021-08-03 15:00:00,286.72,287.23,286.315,287.12,1975307
2021-08-03 16:00:00,287.12,287.2,286.81,287.05,2220143
2021-08-03 17:00:00,287.1,287.1,286.9,286.9,2112
2021-08-03 18:00:00,286.9,287.03,286.56,286.79,4607
2021-08-03 19:00:00,286.65,286.7,286.3,286.3,7902
2021-08-04 04:00:00,287.19,287.19,286.9,286.9,911
2021-08-04 05:00:00,287.12,287.31,286.92,287.2,2163
2021-08-04 06:00:00,287.25,287.3,287.17,287.17,1358
2021-08-04 07:00:00,287.2,287.2,286.6,286.6,6798
2021-08-04 08:00:00,287.12,287.4799,286.2,286.33,14738
2021-08-04 09:00:00,286.25,287.2126,285.54,286.795,1797504
2021-08-04 10:00:00,286.805,286.88,284.65,285.02,2148959
2021-08-04 11:00:00,285.03,286.48,284.97,286.45,1203350
2021-08-04 12:00:00,286.44,286.725,286.12,286.48,871037
2021-08-04 13:00:00,286.49,287.03,286.33,286.41,1025139
2021-08-04 14:00:00,286.45,287.5883,286.4,286.96,1426726
2021-08-04 15:00:00,286.98,287.22,286.39,286.46,1573699
2021-08-04 16:00:00,286.51,286.75,286.23,286.48,2444774
2021-08-04 17:00:00,286.42,286.51,286.37,286.4,216964
2021-08-04 18:00:00,286.51,286.51,286.4,286.5099,1829
2021-08-04 19:00:00,286.5099,286.78,286.45,286.78,3543
2021-08-05 04:00:00,287.14,287.14,286.5,286.5,433
2021-08-05 05:00:00,286.15,286.51,286.15,286.42,1045
2021-08-05 06:00:00,286.75,287.0,286.75,287.0,470
2021-08-05 07:00:00,287.0,287.25,286.66,287.15,7981
2021-08-05 08:00:00,286.955,287.2001,286.6001,286.73,14359
2021-08-05 09:00:00,286.79,287.8299,286.1,287.7239,1356212
2021-08-05 10:00:00,287.7,288.61,287.57,288.4465,1674443
2021-08-05 11:00:00,288.4584,288.82,288.0,288.2,1289156
2021-08-05 12:00:00,288.21,288.49,287.95,288.12,844570
2021-08-05 13:00:00,288.115,288.71,288.04,288.6,792791
2021-08-05 14:00:00,288.6,289.06,288.59,288.95,989718
2021-08-05 15:00:00,288.96,289.63,288.64,289.55,1889698
2021-08-05 16:00:00,289.52,289.66,289.4,289.6,1947506
2021-08-05 17:00:00,289.6,289.74,289.56,289.6,8048
2021-08-05 18:00:00,289.6,289.73,289.42,289.5,1782
2021-08-05 19:00:00,289.5,289.6,289.31,289.34,2981
