DateTime,Open,High,Low,Close,Volume
2021-08-02 04:00:00,146.2409,146.5305,145.9314,146.4506,21334
2021-08-02 05:00:00,146.4007,146.4905,146.3807,146.4306,19022
2021-08-02 06:00:00,146.3807,146.5005,146.2808,146.2808,74583
2021-08-02 07:00:00,146.2309,146.7701,146.0512,146.5804,150257
2021-08-02 08:00:00,146.2209,146.7302,146.0512,146.3557,264076
2021-08-02 09:00:00,146.3607,146.7302,145.0327,145.7317,10665600
2021-08-02 10:00:00,145.7117,146.0312,145.1925,145.8017,9483026
2021-08-02 11:00:00,145.8115,146.3308,145.492,145.8059,6512558
2021-08-02 12:00:00,145.8072,145.8165,145.3411,145.532,5333032
2021-08-02 13:00:00,145.532,145.9967,145.522,145.8265,4643786
2021-08-02 14:00:00,145.8215,145.9613,145.6418,145.7167,3246019
2021-08-02 15:00:00,145.7167,145.7916,145.1525,145.3023,7641910
2021-08-02 16:00:00,145.3023,145.3023,145.0427,145.1226,3759548
2021-08-02 17:00:00,145.0926,145.3023,145.0527,145.0826,65583
2021-08-02 18:00:00,145.0926,145.1925,145.0826,145.1825,27544
2021-08-02 19:00:00,145.1326,145.1725,145.0327,145.0327,40340
2021-08-03 04:00:00,145.8814,146.1311,145.5719,145.6817,12873
2021-08-03 05:00:00,145.6817,145.6817,145.2124,145.532,10663
2021-08-03 06:00:00,145.6118,145.6518,145.4421,145.5719,11622
2021-08-03 07:00:00,145.522,145.5819,145.1725,145.472,81114
2021-08-03 08:00:00,145.3823,145.6718,145.2723,145.6318,632080
2021-08-03 09:00:00,145.6418,146.3807,144.9628,145.3055,9279119
2021-08-03 10:00:00,145.3123,145.9314,145.1126,145.7217,8524353
2021-08-03 11:00:00,145.7117,146.84,145.2174,146.7902,8086228
2021-08-03 12:00:00,146.8002,147.529,146.7294,147.509,6885694
2021-08-03 13:00:00,147.509,147.8235,147.489,147.6039,5272709
2021-08-03 14:00:00,147.6088,147.7387,146.9099,147.2194,4906971
2021-08-03 15:00:00,147.2194,147.519,146.9199,147.1196,7983796
2021-08-03 16:00:00,147.1396,147.1995,147.0896,147.1396,4497048
2021-08-03 17:00:00,147.1396,147.2594,147.1296,147.1995,33281
2021-08-03 18:00:00,147.1995,147.2594,146.8799,146.9798,53633
2021-08-03 19:00:00,146.9299,146.9798,146.7901,146.8799,66073
2021-08-04 04:00:00,146.7801,147.1795,146.7801,147.0796,3710
2021-08-04 05:00:00,147.1196,147.3093,146.9998,147.1795,4837
2021-08-04 06:00:00,147.2694,147.4591,147.1795,147.2094,4589
2021-08-04 07:00:00,147.1795,147.3193,146.87,146.87,58448
2021-08-04 08:00:00,147.1396,147.3293,146.6852,146.9998,1663119
2021-08-04 09:00:00,146.9934,147.5689,146.5704,147.4721,8799860
2021-08-04 10:00:00,147.479,147.535,146.3607,146.4106,9036781
2021-08-04 11:00:00,146.4156,146.7701,146.0612,146.7501,6358351
2021-08-04 12:00:00,146.7401,147.0896,146.5904,146.9249,4214402
2021-08-04 13:00:00,146.9299,147.2993,146.7801,146.855,3748190
2021-08-04 14:00:00,146.85,147.0397,146.5504,146.6004,3557712
2021-08-04 15:00:00,146.5954,147.1096,146.4406,146.7202,5955447
2021-08-04 16:00:00,146.7302,146.7302,146.5305,146.6103,5172844
2021-08-04 17:00:00,146.6103,146.7302,146.5904,146.6802,488585
2021-08-04 18:00:00,146.6703,146.7302,146.6503,146.6802,17260
2021-08-04 19:00:00,146.6902,146.7901,146.6503,146.7901,25987
2021-08-05 04:00:00,146.6802,146.7102,146.5704,146.6103,10965
2021-08-05 05:00:00,146.6103,146.84,146.6004,146.84,4082
2021-08-05 06:00:00,146.7801,146.86,146.7601,146.7901,2752
