Date,Open,High,Low,Close,Adj Close,Volume
2010-02-18,57.310001,57.610001,56.930000,57.169998,40.216911,4332500
2010-02-19,56.950001,58.160000,56.779999,57.810001,40.667126,4886100
2010-02-22,58.070000,58.220001,57.669998,57.950001,40.765602,2916300
2010-02-23,57.950001,58.520000,57.500000,58.400002,41.082161,5622400
2010-02-24,58.430000,58.950001,58.259998,58.759998,41.335407,4748300
2010-02-25,57.980000,58.419998,57.450001,58.419998,41.096237,4441400
2010-02-26,58.419998,58.950001,57.900002,58.740002,41.321339,3895100
2010-03-01,58.799999,59.540001,58.730000,58.849998,41.398716,3944600
2010-03-02,59.180000,59.590000,59.009998,59.160000,41.616798,6304900
2010-03-03,59.939999,60.000000,59.130001,59.180000,41.630852,6077200
2010-03-04,59.330002,59.680000,58.910000,59.200001,41.644924,4370400
2010-03-05,59.560001,59.709999,59.220001,59.490002,41.848938,5400400
2010-03-08,59.669998,59.889999,59.459999,59.799999,42.067001,4076700
2010-03-09,59.680000,60.430000,59.430000,60.290001,42.411701,5471000
2010-03-10,60.230000,61.029999,60.080002,60.730000,42.721218,6309500
2010-03-11,60.590000,62.490002,60.450001,62.470001,43.945248,10353600
2010-03-12,62.500000,62.529999,62.000000,62.320000,43.839725,5878800
2010-03-15,62.230000,62.799999,62.020000,62.700001,44.107048,4937900
2010-03-16,62.759998,62.950001,62.299999,62.480000,43.952290,5827100
2010-03-17,62.500000,63.220001,62.500000,62.880001,44.233665,5771400
2010-03-18,62.959999,64.489998,62.500000,64.419998,45.316994,7749200
2010-03-19,64.330002,64.940002,64.019997,64.330002,45.253696,7976500
2010-03-22,64.010002,64.650002,63.849998,63.959999,44.993416,3829600
2010-03-23,64.080002,64.709999,63.700001,64.620003,45.457699,4073400
2010-03-24,64.540001,64.599998,63.540001,63.770000,44.859745,4127800
2010-03-25,64.040001,64.489998,63.540001,63.650002,44.775337,4120000
2010-03-26,63.720001,64.269997,63.450001,63.669998,44.789398,2906000
2010-03-29,63.799999,64.570000,63.720001,64.129997,45.112995,3226100
2010-03-30,64.300003,64.949997,64.160004,64.529999,45.394375,3493100
2010-03-31,64.360001,64.599998,63.860001,64.410004,45.309978,3177900
2010-04-01,64.709999,64.940002,63.709999,64.150002,45.127079,3573900
2010-04-05,64.419998,64.620003,64.010002,64.180000,45.148178,3827300
2010-04-06,63.959999,64.449997,63.770000,64.220001,45.176300,3543000
2010-04-07,64.019997,64.099998,63.250000,63.669998,44.789398,4836600
2010-04-08,63.639999,64.389999,63.029999,64.269997,45.211479,4319600
2010-04-09,64.279999,64.599998,63.990002,64.440002,45.331062,2790700
2010-04-12,64.809998,64.989998,64.660004,64.760002,45.556179,3687800
2010-04-13,64.389999,65.169998,64.239998,64.879997,45.640594,4793600
2010-04-14,64.900002,65.519997,64.769997,65.449997,46.041561,6098900
2010-04-15,68.500000,69.739998,68.379997,68.889999,48.461475,15257900
2010-04-16,68.900002,69.540001,68.000000,68.209999,47.983124,8515500
2010-04-19,68.110001,68.550003,67.730003,68.290001,48.039402,5006500
2010-04-20,68.800003,69.059998,67.610001,68.059998,47.877594,5222600
2010-04-21,68.250000,68.870003,68.080002,68.120003,47.919819,3890900
2010-04-22,67.930000,68.360001,67.139999,68.260002,48.018307,4666300
2010-04-23,68.440002,68.900002,67.750000,68.860001,48.440372,4269300
2010-04-26,68.959999,69.449997,68.470001,68.519997,48.201191,6395400
2010-04-27,68.410004,68.470001,65.730003,66.220001,46.583233,8133600
2010-04-28,66.930000,68.379997,66.620003,68.309998,48.053459,7691300
2010-04-29,68.699997,69.949997,68.550003,69.699997,49.031269,5838400
2010-04-30,69.750000,70.309998,68.959999,69.139999,48.637356,7025900
2010-05-03,69.489998,70.889999,69.150002,70.699997,49.734722,5424700
2010-05-04,69.980003,69.980003,68.110001,68.940002,48.496635,6279200
2010-05-05,67.930000,68.290001,66.660004,67.180000,47.258545,8384200
2010-05-06,66.839996,67.440002,61.250000,65.000000,45.725002,11149400
2010-05-07,64.650002,65.129997,62.959999,63.930000,44.972305,8678000
2010-05-10,66.000000,67.900002,65.730003,67.480003,47.469604,7940600
2010-05-11,66.879997,68.040001,66.510002,66.989998,47.124893,4941200
2010-05-12,67.290001,68.690002,66.930000,68.230003,47.997200,4184400
2010-05-13,67.739998,67.989998,66.699997,66.790001,47.310104,3586500
2010-05-14,66.279999,66.680000,65.180000,65.750000,46.573429,4656400
2010-05-17,65.910004,66.480003,64.489998,65.550003,46.431751,4882700
2010-05-18,66.150002,66.639999,64.870003,65.290001,46.247604,4282200
2010-05-19,64.720001,65.480003,64.139999,65.129997,46.134239,5304000
2010-05-20,64.120003,64.919998,63.220001,63.430000,44.930077,7218400
2010-05-21,62.529999,63.450001,61.500000,62.380001,44.186314,13071700
2010-05-24,62.049999,63.000000,61.630001,61.650002,43.669239,6607100
2010-05-25,60.250000,62.049999,59.529999,61.970001,43.895905,7427100
2010-05-26,62.500000,62.970001,61.560001,61.959999,43.888805,5863000
2010-05-27,63.080002,63.619999,62.139999,63.570000,45.029232,4861100
2010-05-28,63.250000,63.410000,62.029999,62.759998,44.455479,4276800
2010-06-01,62.110001,62.509998,61.099998,61.169998,43.329227,5406500
2010-06-02,61.570000,62.650002,60.919998,62.590000,44.335075,4652600
2010-06-03,62.750000,63.349998,62.259998,63.009998,44.632576,3619700
2010-06-04,61.820000,62.040001,60.090000,60.560001,42.897125,5186400
2010-06-07,60.560001,60.580002,58.330002,58.450001,41.402531,7057100
2010-06-08,58.419998,59.090000,57.509998,58.970001,41.770866,7424300
2010-06-09,59.209999,59.980000,58.380001,58.619999,41.522949,5420700
2010-06-10,59.799999,61.000000,59.500000,60.840000,43.095463,6315700
2010-06-11,60.430000,61.349998,60.139999,61.200001,43.350471,4411200
2010-06-14,61.700001,62.509998,61.029999,61.080002,43.265472,3873300
2010-06-15,61.599998,62.759998,61.400002,62.660000,44.384647,4834900
2010-06-16,62.320000,63.490002,62.200001,62.410000,44.207577,8791700
2010-06-17,62.919998,62.919998,61.389999,62.200001,44.058811,5598500
2010-06-18,62.259998,62.529999,62.000000,62.500000,44.271320,5100000
2010-06-21,63.029999,63.439999,61.840000,62.169998,44.037556,5075400
2010-06-22,62.099998,62.290001,60.110001,60.400002,42.783806,6483100
2010-06-23,60.400002,60.889999,59.639999,60.380001,42.769634,3502600
2010-06-24,60.169998,61.020000,59.779999,60.090000,42.564209,4603500
2010-06-25,60.139999,60.400002,59.500000,60.349998,42.748386,4359700
2010-06-28,60.349998,60.580002,59.509998,59.630001,42.238377,2573100
