2021-08-09 14:00:00,3341.545,3348.0,3337.07,3339.37,77242
2021-08-09 15:00:00,3338.89,3346.615,3335.35,3341.33,116992
2021-08-09 16:00:00,3341.87,3341.87,3336.25,3340.91,217170
2021-08-09 17:00:00,3339.0,3339.0,3339.0,3339.0,100
2021-08-09 18:00:00,3340.0,3340.0,3339.99,3339.99,260
2021-08-09 19:00:00,3338.5,3338.5,3338.5,3338.5,300
2021-08-10 07:00:00,3344.3,3344.3,3344.0,3344.0,200
2021-08-10 08:00:00,3344.0,3346.0,3344.0,3346.0,629
2021-08-10 09:00:00,3344.0,3358.0,3338.5,3351.905,140751
2021-08-10 10:00:00,3352.82,3357.52,3319.0,3326.845,178889
2021-08-10 11:00:00,3326.18,3328.83,3315.0,3323.2512,131951
2021-08-10 12:00:00,3323.29,3331.925,3319.56,3320.7398,65989
2021-08-10 13:00:00,3320.55,3326.01,3317.0,3322.14,55263
2021-08-10 14:00:00,3321.42,3321.72,3316.0,3321.13,57825
2021-08-10 15:00:00,3321.175,3323.85,3317.355,3321.32,113110
2021-08-10 16:00:00,3320.68,3321.0,3318.75,3319.5,155194
2021-08-10 17:00:00,3319.01,3319.5,3319.01,3319.5,200
2021-08-10 18:00:00,3317.0,3317.25,3317.0,3317.0,357
2021-08-10 19:00:00,3317.75,3320.0,3317.75,3320.0,1232
2021-08-11 06:00:00,3313.98,3313.98,3313.98,3313.98,100
2021-08-11 07:00:00,3318.0,3318.1,3318.0,3318.0,518
2021-08-11 08:00:00,3318.0,3329.5,3317.1,3327.88,4794
2021-08-11 09:00:00,3329.93,3337.7,3311.43,3313.1,214920
2021-08-11 10:00:00,3313.47,3320.83,3301.15,3302.75,182750
2021-08-11 11:00:00,3301.9,3303.85,3286.0,3288.2,188319
2021-08-11 12:00:00,3287.97,3299.4,3287.35,3290.778,103933
2021-08-11 13:00:00,3291.416,3296.99,3277.79,3279.95,141635
2021-08-11 14:00:00,3279.91,3284.83,3278.011,3280.4602,96513
2021-08-11 15:00:00,3281.38,3299.68,3279.0,3292.22,218313
2021-08-11 16:00:00,3292.11,3292.11,3290.2,3290.77,122861
2021-08-11 17:00:00,3291.89,3291.9,3291.74,3291.89,432
2021-08-11 18:00:00,3290.63,3291.09,3290.63,3290.97,419
2021-08-11 19:00:00,3290.6,3290.63,3290.3,3290.3,1172
2021-08-12 04:00:00,3294.11,3299.11,3294.11,3299.11,206
2021-08-12 05:00:00,3300.0,3300.0,3300.0,3300.0,100
2021-08-12 06:00:00,3304.16,3304.16,3304.16,3304.16,102
2021-08-12 07:00:00,3299.82,3300.0,3297.29,3299.0,1195
2021-08-12 08:00:00,3295.5,3300.0,3291.0,3291.0,1765
2021-08-12 09:00:00,3291.0,3293.35,3270.39,3277.04,151936
2021-08-12 10:00:00,3278.02,3302.0,3269.67,3301.54,193300
2021-08-12 11:00:00,3302.36,3309.0,3297.05,3305.39,114203
2021-08-12 12:00:00,3305.3194,3306.1878,3293.24,3294.715,56183
2021-08-12 13:00:00,3293.8498,3300.86,3288.57,3293.5,79231
2021-08-12 14:00:00,3293.27,3303.99,3293.27,3298.81,60503
2021-08-12 15:00:00,3298.73,3314.51,3298.73,3302.7,177900
2021-08-12 16:00:00,3302.51,3303.5,3300.0,3302.0,215088
2021-08-12 17:00:00,3304.47,3304.47,3303.37,3303.37,265
2021-08-12 18:00:00,3302.0,3303.0,3302.0,3302.63,400
2021-08-12 19:00:00,3301.77,3301.98,3301.01,3301.98,570
2021-08-13 08:00:00,3301.35,3305.0,3301.35,3305.0,690
2021-08-13 09:00:00,3304.2,3308.0,3286.0,3293.52,176884
2021-08-13 10:00:00,3293.96,3301.095,3288.54,3291.82,140995
2021-08-13 11:00:00,3292.235,3296.0,3283.0,3285.5,89376
2021-08-13 12:00:00,3285.19,3296.0,3284.99,3294.2212,107074
2021-08-13 13:00:00,3294.46,3295.13,3286.81,3288.545,60783
2021-08-13 14:00:00,3288.93,3290.12,3284.41,3286.35,67521
2021-08-13 15:00:00,3286.27,3294.02,3284.6,3293.96,171249
2021-08-13 16:00:00,3293.97,3294.0,3289.0,3289.0,111796
2021-08-13 17:00:00,3289.0,3289.0,3289.0,3289.0,100
2021-08-13 18:00:00,3291.0,3291.0,3291.0,3291.0,100
2021-08-13 19:00:00,3288.0,3289.65,3287.22,3289.65,940
